      1      1  0.99995460       0.00000000       0.00000000       7.73277183
      1      2  0.97547700       2.18332327      -0.31000186       9.43535271
      1      3  0.55004846       2.50760172      -0.37416671       9.74229521
      1      4  0.25882538       2.66859829       0.02899728       9.93473234
      1      5  0.02667126       2.71998659       0.01379218       9.97494105
      1      6  0.02667126       2.71465800       0.03366104       9.96047619
      1      7  0.00121301       2.71075070       0.04356491       9.97759146
      1      8  0.00121301       2.57968519      -0.88310309       9.45731056
      1      9  0.00070396       2.80522416      -1.01210912       9.66533938
      1     10  0.00070396       3.63074384      -1.45175108       9.66491657
      1     11  0.00070396       3.22711200      -1.88756617       9.58627127
      1     12  0.00050001       3.15359261      -2.85941665       9.93158529
      1     13  0.00020781       3.28091653      -3.28666207       9.98882721
      1     14  0.00020781       2.76694781      -3.61450764       9.95765606
      1     15  0.00001095       2.77421041      -3.62626769       9.97499859
      1     16  0.00000051       2.74051779      -3.61518000       9.99714755
      1     17  0.00000000       2.74022763      -3.61486848       9.99745100
